,ag land as percent of land area,ag land,arable land,birth rate,co2 emissions,crop production,death rate,electric power consumption,electricity production from hydroelectric,"electricity production from oil, coal and gas sources",electricity production from renewable sources,energy use,fertility,food production,gdp,GNI per capita,land area,population density,population,ecological footprint,fossil fuels
1991,39.4701290216075,42567860.0,0.233590989273895,25.2135097331143,22403928.869000003,68.944205838868,9.17527676282314,2150.69006005651,18.0856127252693,62.8255474495784,1.0306965302184699,1647.1084124023598,3.1684979778165,68.1987986407902,23917203464941.2,4359.81613828861,129718746.4,41.4395665097177,5372078249.0,1.2910841092183,83729.17491
1992,37.5452842891762,48614112.8,0.258668181206505,24.5778226922932,22183417.491,72.65130847357041,9.08786288030981,2131.3140141422,17.9145353672253,62.8660874361872,1.13068206282009,1618.68281652159,3.0814294988896798,72.5573783591925,25405287499538.4,4672.2278961332795,129719006.4,42.0890817507834,5456141249.0,1.27961822173608,84368.2132
1993,37.7992728328259,48988967.0,0.254305345473673,24.174942540500897,22162174.56,72.85327390378801,9.10383523396075,2137.33829720022,18.528094184925898,62.1587527164852,1.14560845670755,1610.5320574300501,2.99398311562796,73.3113563262502,25823846319207.5,4753.938230063471,129715296.4,42.7464858955524,5541075501.0,1.2800095814697,84375.4735
1994,37.9263121524494,49149160.0,0.250113853867887,23.7945177675735,22551690.634,74.77304249748909,9.01166341929843,2160.4995013768303,18.243760328675602,62.413340196708496,1.17729213930826,1596.60668238078,2.92280273817887,75.42572264536821,27746296002325.1,4939.2698155200205,129703553.4,43.397355187649005,5624840414.0,1.28838103982494,85482.83121
1995,37.9269333766459,49148850.0,0.24612855478312398,23.355861385002697,23037524.13,75.9738749481277,8.95100014058677,2197.8446567605897,18.536219274884104,62.014587616279705,1.18301082682705,1613.70789911212,2.85623494994677,77.22229868488971,30847965443316.1,5227.68222850205,129700613.4,44.053718962596705,5709757338.0,1.3171013481618998,86844.50849
1996,37.9583768106091,49189429.6,0.241252965827725,23.064564896469,23571556.674000002,80.53095798846,8.838725357827109,2236.9337956773998,18.206541850125998,62.2555147736774,1.17940882085603,1630.9206325374403,2.8034043992645605,80.4341326115627,31539172640336.6,5476.62974772786,129700172.4,44.6925552197647,5792568347.0,1.32858261463915,89438.709
1997,38.0439946427945,49326759.2,0.238726046190002,22.732437207664,23975007.348,82.06285067730471,8.73186019275432,2259.70066720738,18.0436394519288,62.90458273086921,1.2240486222267701,1624.0426832075598,2.75636966634962,81.9622145072093,31431003165040.5,5521.5583145113405,129769511.4,45.306742982774296,5875398158.0,1.34055127116404,90438.59127
1998,38.1046611761754,49395508.2,0.23589978390276997,22.3180114686628,24114192.0,82.96859789600501,8.642967169445361,2282.05373933459,17.663409600433397,63.320055151711905,1.25194093398807,1609.0649967897,2.72073901092559,83.7188323741845,31346598207251.5,5288.00395471474,129743505.4,45.945776003366696,5957237460.0,1.33764365070116,90975.11413999999
1999,38.0803522728372,49366578.9,0.23277893603285701,21.8914706783354,24059187.0,85.82012683671229,8.60224098404408,2314.69087300624,17.2140827101308,63.584328339074105,1.3252179311442,1621.5318097393802,2.68848995557913,86.67274899962109,32511980109529.5,5293.06915244559,129750287.4,46.5649726645615,6038067278.0,1.3395178400741798,92539.09012000001
2000,38.12217823124389,49426104.0,0.22871556407472,21.6307375554933,24689911.0,87.78193641991491,8.52889934872679,2384.20689559612,16.8079802974436,64.3087212984319,1.40055427673465,1634.9790608165197,2.66789073972806,88.4850219859175,33571151092075.8,5475.2554358242205,129764197.4,47.1754371287006,6118075293.0,1.37135110733967,94855.03004
2001,38.1062999083564,49405087.7,0.225331919346196,21.287222559594,25276631.0,89.19611220243429,8.45343731313117,2377.81968155697,16.3093639407225,64.5698852170146,1.43708168635678,1634.2296280815801,2.63940200305147,89.41952242542921,33367434839454.3,5447.46689039022,129763075.6,47.7897139022497,6197638117.0,1.3776342400613701,96124.47121
2002,38.015912657363,49287066.3,0.22174754617801898,21.0418901207776,25646998.0,89.97541580189372,8.39594195878803,2432.58781805113,16.106360243618,65.1450932494473,1.5603852642670102,1647.00499894145,2.61957989063617,91.2222991524861,34644767861718.6,5405.416386021239,129760883.6,48.400796070103205,6276824417.882871,1.3951009965013,98286.89135
2003,37.920849020641704,49163777.7,0.219878358592073,20.8242398836143,27047792.0,92.60398865435829,8.36652392023663,2497.93146183348,15.608455592328598,66.306877809994,1.6516187280545602,1686.19296737663,2.60332024018243,93.8301417423217,38882914196341.5,5808.201587839139,129760778.1,49.0124935217231,6356259573.89893,1.4487706230809998,102587.555
2004,38.003793425404204,49270655.5,0.21761933751775198,20.676990013501502,28393581.0,98.2887402411096,8.23282786039123,2575.7464665924804,15.8931872855719,65.96934440227899,1.79690542616949,1737.5022066585502,2.5893419506125497,97.53821526805771,43787738174824.5,6623.354347572839,129759046.9,49.6291051364065,6436346997.99137,1.4953523051778501,107398.9339
2005,38.0147678644174,49284858.9,0.21567258904058498,20.550944105899,29490014.0,99.87462345625549,8.209248179696232,2653.49133595013,15.897513830887199,66.2996072057455,1.95753176161838,1764.6999689424104,2.57038566198768,99.9467119444294,47411807968475.3,7337.3347522594495,129758982.2,50.249305693151506,6517020798.24397,1.5396994846794598,111296.8542
2006,37.9072073330842,49182112.3,0.211621876999603,20.4101958309509,30568112.0,102.01529058723,8.14108813620531,2729.76403522342,15.8742506272491,66.6024026655748,2.1259176023836397,1794.23347527228,2.5612758550161,102.64970046098301,51340956869473.9,7821.96121362414,129754893.4,50.8765131550715,6598421257.48499,1.5767773635035403,114567.7426
2007,37.8957367265644,49171291.0,0.20880085784737099,20.330001626176,31180501.0,105.32094094774901,8.07809051455753,2819.37270235828,15.402036131223301,67.84182065644629,2.34988814806361,1821.61699901073,2.5526403207536403,106.187649345388,57833267163667.2,8336.920206224979,129754723.4,51.50659333916779,6680423046.99093,1.61607154681737,118628.0932
2008,37.876557226522,49136212.6,0.20667073822000198,20.235020508764,32181592.0,110.143751824923,8.03573796311068,2840.6565300501697,15.738332150703402,67.3631555907221,2.68068728114828,1827.23932064577,2.5420926060926203,110.278703333811,63433456720740.0,8929.32065684821,129738701.4,52.1532634902726,6763745673.295529,1.6094285929332,119808.8424
2009,37.5167742128944,48668864.2,0.20368495245648102,20.0588729309058,31891899.0,110.582854034258,7.93115293685002,2791.11356363135,16.0703451038035,66.7123016217608,3.12880281654095,1793.73248079087,2.52362626548365,111.753299418266,60138443581994.6,8956.172235607091,129737070.9,52.795776037517996,6847214549.1102,1.5866455394369001,117548.031
2010,37.486990151199,48631074.6,0.20059344736674,19.8539850836097,33472376.0,113.552512852904,7.87690849755519,2954.7608557627195,15.8813024740239,66.975519495484,3.5529953354481,1871.8957353461103,2.50802407893767,114.480054367327,65956672976970.8,9380.45316251237,129739333.1,53.436915215652505,6930656699.362229,1.6637395465366298,123223.42199999999
2011,37.3497200228847,48738548.6,0.19930133834510502,19.686359399401898,34847501.0,119.085936813111,7.803571773697691,3019.6211004977004,15.7035134863238,67.7767870192741,4.09817935762312,1878.75235920404,2.49196459419747,118.133718246233,73297338575869.6,9866.874409069409,129739921.3,54.0695870454486,7012843635.3578205,1.69110983737341,126292.9562
2012,37.402256311690294,48805303.9,0.19823904876536302,19.5829952696945,35470891.0,119.855590461525,7.762807479259799,3046.33223856508,16.061838927100002,67.618836247305,4.69546398908471,1890.8153321718398,2.4837457497156,119.46361643518,74965622671174.7,10459.7847473926,129736180.3,54.723035876215,7097400665.0772295,1.6889725311755,127976.3619
2013,37.383504023743,48780286.7,0.19625096349221602,19.3813589201862,35837591.0,125.460981936966,7.70784293766998,3105.94827933704,16.1479034994464,67.07017703784,5.4108072920462,1893.48623161607,2.46832383781337,123.771028595757,77050588613141.6,10829.5528101825,129734332.7,55.3834700226581,7182860114.61008,1.6951483907254,129816.26800000001
2014,37.4878539351375,48915115.2,0.19498810477027104,19.3001803747972,36138285.0,128.112613470673,7.65706014010267,3127.3612570300397,16.2438748967401,66.344708666187,6.00673050633005,1920.58005913398,2.4614705813944,125.60182423808,79131444226984.6,10932.8724644041,129732899.7,56.048410525121405,7268986175.73916,1.68572902066349,130456.4664
